time_unit,group_type,group,feature,n,missing_pct,pearson_target,spearman_target,pearson_log_target,spearman_log_target,abs_spearman_log_target,feature_group
weekly,coast_distance_group,far_coast,Distance_to_River_first,358,0.0,0.1538109876976352,0.06351050077052343,0.1386811414217278,0.06351050077052343,0.06351050077052343,static
weekly,coast_distance_group,far_coast,lon_first,358,0.0,-0.1873164537888521,0.024674984710129227,-0.19560318839793236,0.024674984710129227,0.024674984710129227,static
monthly,season_group,dry,wind_speed_10m_ms_mean,298,0.0,0.5397487785476245,0.6216071444841972,0.6087111010144518,0.6215970824121974,0.6215970824121974,weather
monthly,season_group,dry,wind_speed_10m_ms_max,298,0.0,0.4887964533219546,0.5496865692484947,0.5618728602709397,0.5496780780048702,0.5496780780048702,weather
monthly,season_group,dry,rainy_day_sum,298,0.0,-0.5175375921215348,-0.5224922598511902,-0.5308743420365305,-0.5225233550882626,0.5225233550882626,weather
monthly,season_group,dry,runoff_mm_sum,298,0.0,-0.40939072194965526,-0.5061271919646814,-0.46646706785897923,-0.5061259463210488,0.5061259463210488,weather
monthly,season_group,dry,runoff_mm_max,298,0.0,-0.34083049665502957,-0.493044266196112,-0.397651812375071,-0.49307362663111237,0.49307362663111237,weather
monthly,season_group,dry,Distance_to_Coast_first,298,0.0,-0.2750003654994532,-0.46784933612550283,-0.4483467408766027,-0.46786988125651396,0.46786988125651396,static
monthly,season_group,dry,soil_moisture_layer1_vol_mean,298,0.0,-0.33839031697617294,-0.40508178004292333,-0.42191696965526887,-0.40508141842303463,0.40508141842303463,weather
monthly,season_group,dry,precipitation_mm_sum,298,0.0,-0.33865584248048247,-0.36613507093247266,-0.3941105936381903,-0.366166896659097,0.366166896659097,weather
monthly,season_group,dry,lat_first,298,0.0,-0.2982812784197147,-0.36447010695272175,-0.3664184894974024,-0.36448608505226765,0.36448608505226765,static
monthly,season_group,dry,solar_radiation_mj_m2_sum,298,0.0,-0.40305024676438134,-0.30784231817808944,-0.3833935141494013,-0.30789748425269525,0.30789748425269525,weather
monthly,season_group,dry,DEM_first,298,0.0,-0.1261531316511447,-0.28464400347519814,-0.16944674681496383,-0.28460657819419954,0.28460657819419954,static
monthly,season_group,dry,surface_pressure_hpa_min,298,0.0,0.28835690699083116,0.28343431677795544,0.29698313371703916,0.28347428617787856,0.28347428617787856,weather
monthly,season_group,dry,potential_evaporation_mm_sum,298,0.0,-0.2795149975356103,-0.27417169972798805,-0.23780650936656839,-0.2741670004866174,0.2741670004866174,weather
monthly,season_group,dry,Red_SWIR2_median_week,188,0.3691275167785235,0.2765990360207936,0.23360953285716776,0.21981466612756712,0.23360953285716776,0.23360953285716776,spectral
monthly,season_group,dry,Red_SWIR1_median_week,188,0.3691275167785235,0.23974760546782578,0.22641437875010284,0.196555254479584,0.22641437875010284,0.22641437875010284,spectral
monthly,season_group,dry,month_sin,298,0.0,0.19712501365635232,0.21351063409104928,0.2259681218626874,0.2134772774805077,0.2134772774805077,season
monthly,season_group,dry,lon_first,298,0.0,0.013114194343860365,0.21000850382487066,0.03821554078811552,0.20998402701721064,0.20998402701721064,static
monthly,season_group,dry,temperature_2m_c_mean,298,0.0,0.18434875963744352,0.18464276708904584,0.18210999345050052,0.18460721177271755,0.18460721177271755,weather
monthly,season_group,dry,NDCI_median_week,188,0.3691275167785235,-0.16033816149115251,-0.17302142292147135,-0.18860724508651858,-0.17302142292147135,0.17302142292147135,spectral
